symbol,most_recent_quarter,shares_outstanding,payout_ratio,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue_per_share,quarterly_revenue_growth,ebitda,diluted_eps,quarterly_earnings_growth,total_cash_per_share,total_debt_to_equity,current_ratio,operating_cash_flow
DAN,2020-12-30,144490000.0,-999.0,-0.0044,0.0249,0.0152,-0.0246,49.18,0.061,542000000.0,-0.22,-0.529,4.01,138.33,1.69,386000000.0
DAO,2020-12-30,123980000.0,0.0,-0.5534,0.0,-0.5429999999999999,-999.0,-999.0,1.6969999999999998,-999.0,-999.0,-999.0,-999.0,-999.0,0.55,-999.0
DASH,2020-12-30,286340000.0,0.0,-0.1597,-0.1382,-0.0617,-0.1568,46.26,2.255,-311000000.0,-999.0,-999.0,15.11,13.13,3.93,252000000.0
CTT,2020-12-30,48770000.0,-999.0,-0.1674,0.0757,0.0078,-0.1085,2.14,0.064,37200000.0,-0.36,-999.0,0.25,362.17,5.01,40450000.0
CTS,2020-12-30,32350000.0,0.1509,0.0818,0.1067999999999999,0.0446,0.0837,13.12,0.069,71980000.0,1.06,0.486,2.84,19.66,2.22,76780000.0
CTO,2020-12-30,5880000.0,0.1138,1.3925,0.1869,0.0096,0.2468,11.98,15.042,27850000.0,16.69,-0.174,0.73,77.82,4.05,-999.0
CTB,2020-12-30,50440000.0,0.1484,0.0566,0.085,0.0464,0.1051,50.11,-0.0289999999999999,373170000.0,2.83,-0.259,12.41,31.83,2.44,459140000.0
CPAC,2020-12-30,84770000.0,1.6702,0.0447,0.0,0.0369,0.0415,-999.0,0.271,-999.0,-999.0,0.611,-999.0,93.25,3.31,-999.0
CPE,2020-12-30,46150000.0,0.0,-2.4523,0.0882,0.0098999999999999,-1.288,26.01,0.503,571730000.0,-63.79,-999.0,0.44,423.45,0.36,559770000.0
CPF,2020-12-30,28180000.0,0.6970000000000001,0.1834,0.2669,0.0059,0.0693,7.24,0.088,-999.0,1.32,-0.143,0.83,-999.0,-999.0,76790000.0
CPG,2020-12-30,530360000.0,-999.0,-1.6935,0.0,-0.2488,-0.6172,-999.0,-0.375,-999.0,-0.391,-999.0,-999.0,85.59,0.42,-999.0
CPK,2020-12-30,17470000.0,0.4097,0.1464,0.2302,0.0378,0.1123,29.21,0.038,180090000.0,4.26,-0.009,0.2,101.77,0.41,158920000.0
CPS,2020-12-30,16900000.0,0.0,-0.1127,-0.0516,-0.0292,-0.3591,140.44,-0.04,31630000.0,-15.82,-999.0,25.95,181.97,1.88,-15930000.0
CPT,2020-12-30,99430000.0,2.6774,0.1163,0.2132,0.0204,0.0356,10.72,-0.009,594270000.0,1.24,-0.693,4.31,90.42,1.4,519320000.00000006
CQP,2020-12-30,484020000.0,1.1056,0.1918,0.3454,0.0691,1.8868,12.74,0.047,2680000000.0,2.2,-0.087,2.5,3279.59,2.42,1750000000.0
CR,2020-12-30,58160000.0,0.5584,0.0616,0.1094999999999999,0.0446,0.1204,50.38,-0.133,449000000.0,3.08,-999.0,9.99,86.77,1.49,309500000.0
AGI,2020-12-30,392780000.0,0.1757,0.1926999999999999,0.3129,0.0416,0.052,1.91,0.218,386900000.0,0.37,1.024,0.67,0.1,3.22,368400000.0
AGM,2020-12-30,9210000.0,0.3868999999999999,0.5513,0.6973,0.0046999999999999,0.1213,18.37,0.128,-999.0,8.27,0.068,98.55,2337.85,0.9,-94550000.0
AGO,2020-12-30,76650000.0,0.1909,0.3521,0.3735,0.0162,0.0550999999999999,12.02,0.211,396000000.0,4.19,0.08,13.23,20.4,0.82,-853000000.0
DAVA,2020-12-30,55120000.0,0.0,0.0919,0.0,0.0836,0.1568999999999999,-999.0,0.225,-999.0,0.42,-999.0,-999.0,19.82,2.21,-999.0
AGR,2020-12-30,309370000.0,0.9362,0.0919,0.1301,0.0141999999999999,0.0344,20.42,0.039,1810000000.0,1.88,-0.126,5.7,71.77,1.23,1290000000.0
CRF,2020-12-30,41040000.0,1.7034,8.329500000000001,0.2663,0.0025,0.1258,0.15,-0.45,-999.0,1.24,0.8059999999999999,0.0,-999.0,0.79,-999.0
CRH,2020-12-30,785070000.0,0.6404000000000001,0.0407,0.0819,0.0312,0.0558,35.14,-999.0,3950000000.0,1.42,-999.0,9.84,68.13,2.01,3940000000.0
CRK,2020-12-30,232410000.0,0.0,-0.0611,0.19,0.022,-0.0354,3.99,-0.05,580150000.0,-0.39,0.486,0.13,174.94,0.45,575700000.0
CRS,2020-12-30,48030000.0,-999.0,-0.122,-0.0219,-0.0073,-0.1434,35.75,-0.391,79400000.0,-4.37,-999.0,5.65,56.09,4.34,380800000.0
CRY,2020-12-30,38960000.0,0.0,-0.0659,0.0275,0.0062,-0.0542999999999999,6.69,-0.026,27680000.0,-0.44,-999.0,1.58,96.55,3.88,12370000.0
CS,2020-12-30,2410000000.0,0.2638,0.1253,0.0,0.0034,0.0615,-999.0,-0.159,-999.0,-0.14,-999.0,-999.0,-999.0,-999.0,-999.0
CSL,2020-12-30,53290000.0,0.3486,0.0754,0.1219,0.0569,0.1252,77.89,-0.07,738400000.0,5.8,-0.214,16.98,85.07,3.42,696700000.0
CSLT,2020-12-30,122620000.0,0.0,-0.4238,-0.0817,-0.0366,-0.4191,0.97,0.018,-5750000.0,-0.411,-999.0,0.31,11.81,2.47,-5570000.0
CSPR,2020-12-30,40550000.0,0.0,-0.1802,-0.1499,-0.2005,-4.5926,13.4,0.184,-59990000.0,-9.08,-999.0,2.19,257.38,1.39,-47570000.0
CSR,2020-12-30,13050000.0,-999.0,0.0285,0.0562,0.0044,0.0068,14.17,-0.005,86600000.0,-999.0,-999.0,0.03,106.63,0.36,61230000.0
CSTM,2020-12-30,139960000.0,0.0,-0.0043,0.0,0.0187999999999999,-999.0,-999.0,-0.094,-999.0,1.45,0.2,-999.0,-999.0,1.35,-999.0
CSV,2020-12-30,17990000.0,0.3792,0.0487999999999999,0.2401,0.0435,0.0689,18.43,0.266,99200000.0,0.89,2.256,0.05,198.88,0.73,82920000.0
AGS,2020-12-30,35770000.0,0.0,-0.5112,-0.2645,-0.0366999999999999,-0.9104,4.69,-0.401,48970000.0,-2.4,-999.0,2.37,1149.23,3.71,36170000.0
DB,2020-12-30,2060000000.0,0.0,0.0223,0.0,0.0005,0.01,-999.0,0.02,-999.0,-1.12,-999.0,-999.0,-999.0,-999.0,-999.0
DBD,2020-12-30,78180000.0,0.0,-0.069,0.0342,0.0224,-999.0,50.29,-0.04,286700000.0,-3.47,-999.0,4.63,-999.0,1.13,18000000.0
DCO,2020-12-30,11760000.0,0.0,0.0464,0.0762,0.0368,0.0938,53.87,-0.156,76780000.0,2.45,0.088,4.8,102.68,2.87,12610000.0
DT,2020-12-30,282590000.0,0.0,0.1452,0.1202999999999999,0.0237999999999999,0.0975,2.35,0.276,123970000.0,-1.76,9.446,1.06,47.15,1.04,199210000.0
DVD,2020-12-30,17860000.0,0.3333,0.1941,0.071,0.0200999999999999,0.1125,1.08,-0.991,5780000.0,0.206,-999.0,0.34,0.16,3.48,3190000.0
DX,2020-12-30,30350000.0,0.2397,0.8891,0.8891,0.042,0.2919,8.64,-0.1969999999999999,-999.0,6.93,-0.266,11.43,385.02,0.2,173950000.0
DXR,2020-12-30,4030000.000000001,0.0,0.0,-1.2779,-0.0137,-0.1199,0.07,-0.223,-999.0,-0.42,-999.0,-999.0,5.09,1.25,-2450000.0
E,2020-12-30,1770000000.0,-999.0,-0.1905,0.0,0.0022,-0.2002,-999.0,-0.268,-999.0,1.56,-999.0,-999.0,84.42,1.39,-999.0
EAF,2020-12-30,267240000.0,0.071,0.3547999999999999,0.4807,0.2487,-999.0,4.57,-0.185,651570000.0,1.62,-0.285,0.54,-999.0,3.18,563650000.0
EARN,2020-12-30,12340000.0,0.6870999999999999,1.1589,0.6643000000000001,0.015,0.1229,1.4,-0.203,-999.0,1.63,-0.238,4.94,614.1,0.11,-999.0
EB,2020-12-30,69780000.0,0.0,-2.1199,-1.8687,-0.1543999999999999,-0.6062,1.19,-0.6779999999999999,-183350000.0,-2.52,-999.0,5.44,70.69,2.18,-156890000.0
EBS,2020-12-30,53300000.0,0.0,0.1962,0.3179,0.1186,0.2407,29.51,0.618,604500000.0,5.67,2.9530000000000003,11.66,63.79,3.11,536000000.0
EC,2020-12-30,2060000000.0,4.4032,0.0337,0.0,0.0282,0.0489,-999.0,-0.236,-999.0,2.14,-0.8320000000000001,-999.0,83.72,1.25,-999.0
ECC,2020-12-30,32350000.0,0.7273000000000001,0.9581,0.7252,0.0583,0.1830999999999999,1.96,-0.02,-999.0,1.88,-999.0,0.15,38.43,2.43,1220000.0
ECCB,2020-12-30,23120000.0,-999.0,0.9581,0.7252,0.0583,0.1830999999999999,1.96,-0.02,-999.0,1.88,-999.0,0.15,38.43,2.43,1220000.0
DSX,2020-12-30,83280000.0,0.0,-0.7906,-0.0424,-0.0046,-0.2688,1.97,-0.172,38840000.0,-1.625,-999.0,0.95,98.07,-999.0,-999.0
ECOM,2020-12-30,29050000.0,0.0,0.1298,0.1336,0.074,0.1639,5.07,0.159,24100000.0,0.63,0.129,2.46,7.79,2.56,34310000.0
AIT,2020-12-30,38830000.0,-999.0,-0.0076,0.0703,0.0576,-0.0253,78.9,-0.099,274840000.0,-0.6,-999.0,7.44,97.84,2.7,351170000.0
AIW,2020-12-30,30350000.0,-999.0,0.0,1.2289,-0.026,-0.2361,-1.56,-0.522,-999.0,-2.0,-0.5820000000000001,30.73,333.82,1.32,25910000.0
AIZP,2020-12-30,62050000.0,-999.0,0.0438,0.0776999999999999,0.011,0.0761,167.83,-0.0069999999999999,928700000.0,6.99,0.091,44.24,39.14,0.59,1340000000.0
AJRD,2020-12-30,77530000.0,0.0,0.0664,0.1023,0.0473,0.3399,26.78,0.064,277400000.0,1.66,0.3989999999999999,15.15,288.39,1.14,363800000.0
AJX,2020-12-30,23030000.0,0.883,0.4604,0.5516,0.0208,0.0748,2.73,0.6709999999999999,-999.0,1.0,0.92,4.66,218.88,2.84,-13890000.0
AKR,2020-12-30,86280000.0,-999.0,-0.0342,-0.115,-0.0043,-0.0312,2.97,-0.147,120290000.0,-0.1,-999.0,0.22,95.14,5.31,102560000.0
AL,2020-12-30,113870000.0,0.139,0.2562,0.5564,0.0299,0.0883,17.73,-0.108,-999.0,4.39,-0.326,15.23,272.99,3.98,1090000000.0
EEX,2020-12-30,71440000.0,-999.0,0.0,-0.7095999999999999,-0.0447,-1.2247,1.78,-0.728,-47000000.0,-9.07,-999.0,4.08,136.55,3.05,-37100000.0
EFC,2020-12-30,43780000.0,3.3158,0.5761999999999999,0.3849,0.0073,0.0317,1.0,1.808,-999.0,0.39,4.172,3.79,261.84,16.21,-999.0
EGF,2020-12-30,4260000.0,1.23,0.6103000000000001,0.7315999999999999,0.0134,0.0220999999999999,-999.0,-0.266,-999.0,0.39,-0.581,-999.0,19.56,0.06,13930000.0
EGHT,2020-12-30,107490000.0,0.0,-0.3352,-0.2955,-0.132,-0.8822,4.88,0.153,-131100000.0,-1.63,-999.0,1.38,240.25,2.15,-45930000.0
EGO,2020-12-30,174800000.0,0.0,0.1018,0.2556,0.0344,0.0273,6.0,0.452,506040000.0,0.6,-0.75,2.93,14.41,2.92,425610000.0
AINC,2020-12-30,2840000.0,0.0,-1.5755,-0.2603,-0.0325,-0.5399,59.02,0.17,12130000.0,-108.3,-999.0,15.96,48.77,1.0,-999.0
EHC,2020-12-30,99430000.0,0.3929999999999999,0.0612,0.1394999999999999,0.0646,0.1875,47.1,0.025,890800000.0,2.85,0.272,2.26,177.02,1.32,704700000.0
DSU,2020-12-30,46780000.0,1.9571,0.0187999999999999,0.8726999999999999,0.0243999999999999,0.0012,0.81,-999.0,-999.0,0.01,-999.0,0.02,42.57,0.03,99710000.0
DRH,2020-12-30,210070000.0,0.0,-1.3168,-0.6321,-0.036,-0.2176,1.49,-0.7509999999999999,-77470000.0,-1.97,-999.0,0.53,67.85,6.21,-83690000.0
DCP,2020-12-30,208360000.0,-999.0,-0.0498,0.0501,0.0141999999999999,-0.0483,29.51,-0.081,684000000.0,-1.75,85.0,0.27,97.66,0.62,1100000000.0
DCUE,2020-12-30,655080000.0,-999.0,-0.0283,0.2539,0.0225,0.0438999999999999,17.05,-0.096,6430000000.0,1.73,-0.324,0.21,142.26,0.63,5230000000.0
DDD,2020-12-30,124130000.0,0.0,-0.2685,-0.0847,-0.0383,-0.3167,4.74,0.02,-2610000.0,-1.27,-999.0,0.6,18.4,2.03,-20120000.0
DEA,2020-12-30,82130000.0,6.9333,0.0487999999999999,0.2248,0.0147,0.0108,3.13,0.073,143000000.0,0.15,0.63,0.1,76.27,1.55,145200000.0
DECK,2020-12-30,28170000.0,0.0,0.1548,0.1997,0.1377,0.2763,84.14,0.148,511230000.0,12.87,0.268,41.06,17.44,3.25,569870000.0
DEI,2020-12-30,175460000.0,4.0,0.0567999999999999,0.1777,0.0106,0.0092,5.06,-0.1369999999999999,527160000.0,0.28,-0.936,0.98,124.37,0.77,420220000.0
DEN,2020-12-30,50000000.0,0.0,-1.9758,0.053,0.0079,-1.203,2.04,-0.366,239430000.0,-999.0,-999.0,0.01,15.07,0.44,153730000.0
DEO,2020-12-30,584960000.0,1.3941,0.0984,0.0,0.0629,0.1341,-999.0,-0.045,-999.0,6.4,-0.153,-999.0,187.24,1.76,-999.0
DFIN,2020-12-30,33290000.0,0.0,-0.0289999999999999,0.0939,0.0599,-0.1003,26.39,0.105,104400000.0,-0.76,-999.0,2.21,121.59,1.12,154200000.0
DFNS,2020-12-30,17250000.0,0.0,0.0,0.0,-0.0023,0.0283,-999.0,-999.0,-999.0,-999.0,-999.0,0.15,-999.0,3.58,-999.0
DHT,2020-12-30,170800000.0,0.8384999999999999,0.3853,0.472,0.1182,0.2609,4.44,-0.526,450400000.0,1.61,-0.9,0.4,43.13,2.47,529870000.0
DHX,2020-12-30,52440000.0,0.0,-0.2193,0.0674,0.0222,-0.2079,2.84,-0.119,21240000.0,-0.622,-0.433,0.16,28.77,0.51,18680000.0
DRQ,2020-12-30,35430000.0,0.0,-0.0843,-0.0512,-0.0098999999999999,-0.0289,10.35,-0.196,13500000.0,-0.87,-999.0,9.77,0.69,10.09,-21090000.0
AHH,2020-12-30,59300000.0,1.1579000000000002,0.076,0.1121,0.0144999999999999,0.0523,6.69,0.208,92490000.0,0.38,-0.324,0.69,137.2,6.87,91180000.0
AIN,2020-12-30,30700000.0,0.2525,0.1094999999999999,0.1889999999999999,0.0704,0.1277,27.86,-0.12,240860000.0,3.05,-0.055,7.47,54.44,3.76,140250000.0
DIN,2020-12-30,16649999.999999998,-999.0,-0.1509,0.1354,0.0283,-999.0,42.47,-0.138,136150000.0,-6.43,-999.0,23.03,-999.0,1.68,96500000.0
DIT,2020-12-30,-999.0,0.0496,0.0069999999999999,0.0107,0.0511,0.1281,2091.5,0.143,15650000.0,14.48,5.811,0.93,89.05,2.83,13470000.0
DK,2020-12-30,73780000.0,-999.0,-0.0833,-0.0795,-0.0552,-0.3853,99.21,-0.176,-321000000.0,-8.26,-999.0,10.67,242.5,1.21,-282900000.0
DKL,2020-12-30,43440000.0,0.8565,0.2494,0.3191,0.1321,-999.0,16.77,0.011,223160000.0,4.18,2.181,0.1,-999.0,1.04,193020000.0
DLX,2020-12-30,42030000.0,6.3158,0.0049,0.1223,0.0717,0.016,42.71,-0.129,291210000.0,0.19,-0.45,2.93,164.03,1.23,217550000.0
DMS,2020-12-30,32390000.0,0.0,-0.0014,0.0579,0.0694,-999.0,10.31,0.575,37270000.0,-999.0,-999.0,0.96,-999.0,1.44,17820000.0
DNB,2020-12-30,429440000.0,0.0,-0.0641,0.032,0.0038,-0.0344,4.74,0.11,521800000.0,-0.48,-999.0,0.82,94.27,1.06,195600000.0
DNN,2020-12-30,723200000.0,0.0,-1.129,0.0,-0.0285,-0.0745,-999.0,0.035,-999.0,-0.026,-999.0,-999.0,0.27,4.17,-999.0
DNOW,2020-12-30,109950000.0,0.0,-0.2637,-0.0296,-0.0231,-0.4634,14.8,-0.501,-20000000.0,-3.91,-999.0,3.52,7.58,3.16,189000000.0
DOC,2020-12-30,210590000.0,2.875,0.1516,0.2858,0.0178,0.026,2.14,0.035,277870000.0,0.32,-0.5660000000000001,0.01,55.25,1.12,233300000.0
DRD,2020-12-30,85510000.0,0.8534999999999999,0.2478,0.0,0.1948,0.3288,-999.0,0.41,-999.0,0.01,1.852,-999.0,0.92,4.51,-999.0
AHT,2020-12-30,68940000.0,0.0,-1.0711,-0.6645,-0.0501,-16.105999999999998,32.23,-0.746,-78300000.0,-33.036,-999.0,1.44,-999.0,0.8,-999.0
MTOR,2020-12-30,72540000.0,0.0,0.0785,0.0343,0.0223,0.5058,41.82,-0.013,208000000.0,3.24,-0.179,3.9,213.1,1.82,328000000.0
VALE,2020-12-30,5130000000.0,0.4485,0.122,0.4640999999999999,0.1264,0.1227999999999999,7.8,0.395,21690000000.0,0.95,-999.0,2.78,60.1,1.67,14320000000.0
UVV,2020-12-30,24510000.0,1.1907,0.0318,0.0767,0.0421999999999999,0.0550999999999999,80.97,0.332,196260000.0,2.57,0.281,3.89,54.16,4.63,222420000.0
PLNT,2020-12-30,83080000.0,0.0,-0.0412999999999999,0.1766,0.0225,-999.0,4.52,-0.344,118050000.0,-0.19,-0.7070000000000001,5.29,-999.0,5.07,31140000.0
PLOW,2020-12-30,22860000.0,-999.0,-0.1803,0.1088,0.0508,-0.3372,21.02,-0.013,71960000.0,-3.81,0.5710000000000001,1.79,140.39,3.28,53370000.0
PLTR,2020-12-30,1470000000.0,0.0,-1.0675,-1.0735,-0.3422,-1.3976,1.12,0.4039999999999999,-1160000000.0,-999.0,-999.0,1.1,30.01,3.74,-296610000.0
PLYM,2020-12-30,24710000.0,-999.0,-0.1258,0.0445,0.0038,-0.0496,5.97,0.332,59240000.0,-1.52,-999.0,0.56,155.92,0.77,41740000.0
AVYA,2020-12-30,83900000.0,0.0,-0.2171999999999999,0.0934,0.0253,-0.7739,33.77,0.039,489000000.0,-7.37,-999.0,8.94,820.31,1.47,183000000.0
AWI,2020-12-30,47790000.0,-999.0,-0.1058,0.192,0.07,-0.2062,19.56,-0.033,263900000.0,-2.07,-0.522,2.87,174.01,1.81,218800000.0
AWR,2020-12-30,36900000.0,0.5494,0.177,0.2741,0.0487,0.139,13.24,0.099,171040000.0,2.33,0.21,1.0,91.41,1.33,122170000.0
AX,2020-12-30,59080000.0,0.0,0.3502,0.5221,0.0157,0.1709,9.99,0.237,-999.0,3.45,0.327,19.31,-999.0,-999.0,270080000.0
AXL,2020-12-30,113270000.0,0.0,-0.1191,0.0269,0.0126,-0.8291,41.65,0.006,648500000.0,-4.96,-999.0,4.96,976.29,1.92,454700000.0
AXS,2020-12-30,84410000.0,-999.0,-0.0249,0.0072,0.0009,-0.0222,57.46,-0.052,100670000.0,-1.79,-999.0,12.61,27.38,1.35,343500000.0
AXTA,2020-12-30,233970000.0,0.0,0.0325,0.1137,0.038,0.0843999999999999,15.89,-0.022,736600000.0,0.52,0.6709999999999999,5.82,274.3,2.48,509300000.0
AYX,2020-12-30,54040000.0,0.0,-0.0492,-0.0038,-0.0009,-0.0541,7.5,0.026,10190000.0,-0.37,-0.282,11.31,166.83,3.63,74780000.0
PML,2020-12-30,62920000.0,2.3806,0.768,0.8482999999999999,0.0207,0.0395,-999.0,-0.147,-999.0,0.3,0.503,-999.0,24.68,3.2,171160000.0
PMT,2020-12-30,97900000.0,5.6296,0.0372,0.0566,0.0045,0.0220999999999999,14.17,2.408,-999.0,0.27,0.414,2.27,389.14,1.01,671660000.0
PMX,2020-12-30,33140000.0,1.9189,0.7992,0.8367,0.0204,0.0398,0.8,-0.162,-999.0,0.59,0.49,-999.0,21.47,0.08,72200000.0
PNI,2020-12-30,11190000.0,2.0893,0.5896,0.802,0.0183,0.027,0.77,-0.134,-999.0,0.4,0.2,0.0,18.86,0.15,28720000.0
PNM,2020-12-30,85830000.0,0.5721,0.1134,0.1873,0.0233999999999999,0.0965,19.0,0.044,599950000.0,2.15,-0.7240000000000001,0.56,163.07,0.39,485700000.0
POR,2020-12-30,89540000.0,0.9215,0.0723,0.1231,0.0189,0.0596,23.97,0.015,718000000.0,1.72,-0.148,2.87,129.54,0.88,567000000.0
POST,2020-12-30,64370000.00000001,0.0,-0.003,0.1184,0.035,0.0040999999999999,84.26,0.001,1050000000.0,-0.26,-0.181,17.4,262.24,2.54,631700000.0
PRA,2020-12-30,53890000.0,-999.0,-0.2007999999999999,-0.0387,-0.0045,-0.1227999999999999,16.24,-0.08,-12520000.0,-3.26,-999.0,13.2,22.59,2.89,92340000.0
PRG,2020-12-30,67730000.0,0.0475999999999999,-0.0247,0.1691,0.1138,0.1716,36.94,-0.397,510660000.0,-999.0,-999.0,0.54,8.06,2.43,455960000.0
PRI,2020-12-30,39340000.0,0.1672,0.1697,0.262,0.0260999999999999,0.2214,56.78,0.126,613740000.0,9.57,0.07,14.33,100.55,4.78,643420000.0
PRK,2020-12-30,16309999.999999998,0.5231,0.2899,0.4036,0.0143,0.1273,27.07,0.392,-999.0,7.8,0.888,22.71,-999.0,-999.0,111650000.0
PRLB,2020-12-30,27600000.0,0.0,0.1171,0.1377,0.0528,0.0827,16.25,-0.06,92430000.0,1.89,-0.369,5.86,2.07,4.82,106970000.0
PRO,2020-12-30,43460000.0,0.0,-0.305,-0.2618,-0.0784,-0.5459,5.83,-0.08,-59050000.0,-1.78,-999.0,7.44,229.04,2.67,-49390000.0
PKX,2020-12-30,318570000.0,0.1772,0.0277,0.0,0.019,0.0375,-999.0,-999.0,-999.0,8.63,-999.0,-999.0,42.99,2.13,-999.0
PK,2020-12-30,236380000.0,-999.0,-1.7349,-0.6964,-0.033,-0.2557,3.52,-0.8640000000000001,-280000000.0,-6.11,-999.0,4.03,110.78,4.69,-438000000.0
PJT,2020-12-30,23830000.0,0.0417,0.1117,0.2357999999999999,0.2,0.3364999999999999,42.97,0.295,-999.0,4.4,1.743,12.57,25.07,1.46,469590000.0
PIPR,2020-12-30,18260000.0,0.4596,0.0327,0.0738,0.0272,0.057,89.85,0.455,-999.0,-999.0,0.091,66.02,32.38,1.53,779760000.0
PBA,2020-12-30,549940000.0,-999.0,-0.0509,0.0,0.0353,-0.0197999999999999,-999.0,-0.034,-999.0,1.83,-999.0,-999.0,77.59,0.56,-999.0
PBF,2020-12-30,120130000.0,-999.0,-0.0921,-0.0982,-0.0944999999999999,-0.4607,126.37,-0.42,-1230000000.0,-11.64,-999.0,13.4,253.29,1.58,-631600000.0
PBFX,2020-12-30,62360000.0,0.6017,0.4092,0.5255,0.1241,1.0829,5.76,-0.034,243040000.0,2.36,0.0409999999999999,0.58,431.08,2.36,186640000.0
PBH,2020-12-30,49860000.0,0.0,0.1737,0.3235,0.0558,0.1341,19.02,-0.011,339540000.0,3.28,0.074,1.25,120.06,2.39,232650000.0
PBI,2020-12-30,173270000.0,-999.0,-0.0511,0.0416,0.0173,-1.0875,20.72,0.237,308480000.0,-1.06,-0.893,5.43,4231.65,1.13,301970000.0
PBR,2020-12-30,6520000000.0,0.521,0.0293,0.0,0.0525,0.0204999999999999,-999.0,-0.07,-999.0,-999.0,6.346,-999.0,126.16,1.04,-999.0
PCG,2020-12-30,1980000000.0,0.0,-0.0713999999999999,0.1354,0.0171,-0.099,14.69,0.001,5970000000.0,-1.05,-999.0,0.24,200.46,0.71,-19130000000.0
PCGU,2020-12-30,-999.0,-999.0,-0.0713999999999999,0.1354,0.0171,-0.099,14.69,0.001,5970000000.0,-999.0,-999.0,0.24,200.46,0.71,-19130000000.0
PCK,2020-12-30,32140000.0,0.7111,1.0537999999999998,0.8039000000000001,0.0177,0.0451,-999.0,-0.163,-999.0,0.37,0.286,-999.0,16.47,0.14,53300000.0
PCM,2020-12-30,11640000.0,2.4,0.3365999999999999,0.8804000000000001,0.0361,0.0419,1.21,0.063,-999.0,0.41,3.5860000000000003,0.0,75.28,0.26,4140000.0
PDM,2020-12-30,123950000.0,0.4540999999999999,0.4349,0.1659,0.0153,0.1252,4.26,-0.02,203470000.0,1.85,-0.861,0.06,85.98,1.76,193280000.0
PDS,2020-12-30,13350000.0,0.0,-0.1284,0.0,-0.0070999999999999,-0.0819,-999.0,-0.4579999999999999,-999.0,-0.37,-999.0,-999.0,92.22,2.05,-999.0
PROS,2020-12-30,43730000.0,0.0,0.0272,0.0797,0.0137,0.0475999999999999,18.59,-0.113,66480000.00000001,6.33,-999.0,0.28,36.71,0.47,116390000.0
PEB,2020-12-30,131320000.0,-999.0,-0.8845000000000001,-0.7338,-0.0323,-0.1139,3.39,-0.804,-100450000.0,-3.25,-999.0,0.95,80.87,0.91,-201780000.0
PEO,2020-12-30,24080000.0,-999.0,0.0,0.6901,0.0168,-0.3179,0.74,-0.5720000000000001,-999.0,-5.89,-999.0,0.01,-999.0,0.86,-999.0
PFS,2020-12-30,77790000.0,0.6618999999999999,0.2729,0.3990999999999999,0.0085,0.0639,5.11,0.271,-999.0,1.39,0.563,6.78,-999.0,-999.0,106910000.0
PFSI,2020-12-30,69810000.0,0.0258,0.3178,0.4349,0.0788,0.6043,68.94,1.624,-999.0,20.92,1.966,19.13,797.31,1.13,-6200000000.0
PGP,2020-12-30,11040000.0,1.3644,0.5885,0.8837,0.0273,0.0711,1.17,-0.208,-999.0,0.69,3.577,0.04,50.89,0.42,10340000.0
PGRE,2020-12-30,218960000.0,-999.0,-0.0355,0.1846,0.0093,-0.0031,3.13,-0.035,359700000.0,-0.11,-999.0,1.98,84.17,6.99,237270000.0
PHG,2020-12-30,905130000.0,0.0,0.0608,0.0,0.0421,0.0983,-999.0,0.0069999999999999,-999.0,1.58,0.086,-999.0,58.26,1.45,-999.0
PHI,2020-12-30,216000000.0,0.6345000000000001,0.1341999999999999,0.0,0.0503,0.1953,-999.0,0.068,-999.0,0.66,-0.295,-999.0,190.44,0.43,-999.0
PHX,2020-12-30,22430000.0,-999.0,-1.2359,-0.2178999999999999,-0.0259,-0.3712,1.15,-0.211,5960000.0,-1.428,-999.0,0.05,44.95,3.18,9480000.0
PII,2020-12-30,61970000.0,1.2462,0.0176,0.0832,0.0816,0.1109,114.83,0.237,852200000.0,1.99,1.008,10.24,139.4,1.17,1020000000.0
PINE,2020-12-30,7460000.0,7.4545,0.0512,0.1207,0.0068,0.0074,2.54,0.416,12160000.0,-999.0,-0.721,0.25,71.53,2.71,9390000.0
PING,2020-12-30,81370000.0,0.0,-0.0487999999999999,-0.1025,-0.0168,-0.0166,3.03,-0.073,-7960000.0,-8.18,-999.0,1.79,23.6,3.93,22380000.0
PINS,2020-12-30,532420000.0,0.0,-0.0758,-0.0313,-0.0132,-0.0602,2.84,0.764,-16020000.0,-0.22,-999.0,2.8,8.16,11.51,28830000.0
PEN,2020-12-30,36450000.0,0.0,-0.0279999999999999,-0.0322,-0.0151,-0.0343,15.67,0.149,-6150000.0,-0.44,-0.623,7.27,12.12,5.83,-33240000.000000004
PSB,2020-12-30,27490000.0,0.9292,0.4175999999999999,0.4313,0.0546,0.105,15.13,-0.01,270870000.0,4.52,-0.2769999999999999,2.51,0.08,1.37,276980000.0
PSN,2020-12-30,102360000.0,0.0,0.0250999999999999,0.0391,0.0259,0.0675,38.86,-0.07,282730000.0,0.97,0.575,4.72,44.58,1.55,289160000.0
PSXP,2020-12-30,228340000.0,1.0703,0.7606,0.4393999999999999,0.0401999999999999,0.2727,4.55,-0.092,592000000.0,3.27,-0.5920000000000001,0.03,127.89,0.22,955000000.0
RDY,2020-12-30,165940000.0,0.1956,0.1138,0.0,0.0856,0.1336999999999999,-999.0,0.125,-999.0,1.4,-999.0,-999.0,12.07,1.81,-999.0
